Level and Distortion,
Left-Left(Total),
X,Y
Hz,dBSPL
9222.22222222222,11.8781584298929
9236.11111111111,12.9671800768538
9250,14.7349418286228
9263.88888888889,16.2365281467322
9277.77777777778,18.324545241494
9291.66666666667,17.5078921638611
9305.55555555556,11.312983679913
9319.44444444445,12.0226774749818
9333.33333333333,10.0609169617797
9347.22222222222,10.9596514660191
9361.11111111111,15.1029887523276
9375,13.9374262193618
9388.88888888889,15.1405918742811
9402.77777777778,16.1966708616139
9416.66666666667,13.0493487519414
9430.55555555556,10.5569937660611
9444.44444444445,14.6551269938829
9458.33333333333,14.6025772972013
9472.22222222222,10.4941798826691
9486.11111111111,8.3955094921557
9500,10.692492355153
9513.88888888889,15.3895418213663
9527.77777777778,16.4993663943186
9541.66666666667,17.6909073310312
9555.55555555556,18.5304638668979
9569.44444444445,14.5877497172358
9583.33333333333,12.5344487251046
9597.22222222222,13.712971755996
9611.11111111111,14.0632159710561
9625,15.3139436944188
9638.88888888889,13.2128696590085
9652.77777777778,11.1762826568815
9666.66666666667,9.48464530324205
9680.55555555556,14.3396303998238
9694.44444444445,17.290157427766
9708.33333333333,16.5798326445844
9722.22222222222,16.9970613403912
9736.11111111111,16.5344042418537
9750,13.4932983289901
9763.88888888889,13.3030750704469
9777.77777777778,11.4502651401602
9791.66666666667,10.8101845913369
9805.55555555556,13.8532181639926
9819.44444444445,13.3378705164726
9833.33333333333,14.7540526534488
9847.22222222222,14.5959393945253
9861.11111111111,11.7027610396911
9875,12.0714667447478
9888.88888888889,13.1611149285905
9902.77777777778,13.4844864250064
9916.66666666667,13.3844005569762
9930.55555555556,15.3781069417815
9944.44444444445,14.0740347439995
9958.33333333333,13.8469869964781
9972.22222222222,15.0643687385369
9986.11111111111,7.92288223427243
10000,12.6252722156168
10013.8888888889,16.6365071542605
10027.7777777778,14.8965638255099
10041.6666666667,12.1887730666883
10055.5555555556,14.666813828898
10069.4444444444,14.4928649821778
10083.3333333333,10.3113269516497
10097.2222222222,5.60923543344378
10111.1111111111,6.85833597694734
10125,10.7198084003154
10138.8888888889,12.0533925766624
10152.7777777778,14.1225163405688
10166.6666666667,13.0186717379266
10180.5555555556,14.5599265331901
10194.4444444444,15.5988527434163
10208.3333333333,12.8336184560778
10222.2222222222,12.3667115621339
10236.1111111111,10.3080331863077
10250,13.4461630268843
10263.8888888889,14.7375143579859
10277.7777777778,10.2186069465953
10291.6666666667,10.8256985164077
10305.5555555556,10.4264248867341
10319.4444444444,14.3845746596788
10333.3333333333,16.9554949075242
10347.2222222222,14.8499243599488
10361.1111111111,11.8020962503951
10375,9.53267430559316
10388.8888888889,8.58037720785413
10402.7777777778,9.24932839488583
10416.6666666667,11.5464001366939
10430.5555555556,13.0010558300669
10444.4444444444,15.0836968349149
10458.3333333333,16.5760108442704
10472.2222222222,12.4397284871561
10486.1111111111,4.21114498855005
10500,12.4219794542584
10513.8888888889,12.9374390341692
10527.7777777778,14.0776839440586
10541.6666666667,14.9326586301651
10555.5555555556,14.4544202113492
10569.4444444444,14.3655193977158
10583.3333333333,15.3885352331974
10597.2222222222,15.7942387469611
10611.1111111111,12.7414843777076
10625,9.20519806582884
10638.8888888889,8.65648720203751
10652.7777777778,11.1007106493765
10666.6666666667,15.7231842622745
10680.5555555556,13.1288341876946
10694.4444444444,8.42687104574086
10708.3333333333,15.7761439836354
10722.2222222222,13.7774949138899
10736.1111111111,9.27635819486396
10750,14.8626402314804
10763.8888888889,13.7538989867809
10777.7777777778,9.3583402629745
10791.6666666667,10.6141063153501
10805.5555555556,10.9698592819116
10819.4444444444,10.5604393288384
10833.3333333333,13.7158665724568
10847.2222222222,14.930136371667
10861.1111111111,11.9020087064352
10875,9.2500455374744
10888.8888888889,12.0221745921466
10902.7777777778,12.6043541574376
10916.6666666667,10.7525252236757
10930.5555555556,12.0072399438963
10944.4444444444,11.8661986989487
10958.3333333333,15.4772547093169
10972.2222222222,18.4968602316009
10986.1111111111,17.1466572848904
11000,14.834883216404
11013.8888888889,11.7458940364629
11027.7777777778,12.3541145062712
11041.6666666667,16.0899755350134
11055.5555555556,12.5084917495758
11069.4444444444,9.18711445301354
11083.3333333333,14.8202479853869
11097.2222222222,15.6209750462078
11111.1111111111,14.4174653186057
11125,10.7593021348538
11138.8888888889,11.6488312777474
11152.7777777778,14.2560106094823
11166.6666666667,12.9631502048406
11180.5555555556,12.1773233436128
11194.4444444444,12.8898167369787
11208.3333333333,11.1151564455048
11222.2222222222,8.81806054486712
11236.1111111111,9.45531523917562
11250,12.5848805863236
11263.8888888889,12.0981381483368
11277.7777777778,11.9972767871315
11291.6666666667,15.927374694379
11305.5555555556,15.8360105943967
11319.4444444444,12.6027289136127
11333.3333333333,11.5720779782375
11347.2222222222,13.0861859423181
11361.1111111111,14.1583058070672
11375,13.8537144509037
11388.8888888889,13.3415010855197
11402.7777777778,12.2917632475122
11416.6666666667,12.2960573999464
11430.5555555556,11.9301970304682
11444.4444444444,12.2214889996751
11458.3333333333,13.5508785885528
11472.2222222222,12.6104208785211
11486.1111111111,12.5050537157301
11500,12.4096048875178
11513.8888888889,13.4167776741342
11527.7777777778,15.2331639461618
11541.6666666667,15.8581083848681
11555.5555555556,13.6525878449176
11569.4444444444,8.32424548289021
11583.3333333333,7.37273757890792
11597.2222222222,10.0516633398759
11611.1111111111,11.4758532221251
11625,12.5024599797597
11638.8888888889,13.6446434936802
11652.7777777778,14.6907623321254
11666.6666666667,18.6500686117463
11680.5555555556,18.6642341054276
11694.4444444444,14.3440798566739
11708.3333333333,12.7270199913166
11722.2222222222,12.2468745871602
11736.1111111111,9.9673425573143
11750,11.4890044372892
11763.8888888889,12.8599247949829
11777.7777777778,11.1887129940479
11791.6666666667,13.6557727885898
11805.5555555556,13.1295404981285
11819.4444444444,14.0322693668851
11833.3333333333,15.191278781879
11847.2222222222,10.9999334916688
11861.1111111111,12.0827558884661
11875,14.1001672805094
11888.8888888889,11.3563415745358
11902.7777777778,12.9821637172362
11916.6666666667,19.8302607127033
11930.5555555556,21.23238936114
11944.4444444444,17.4431625216829
11958.3333333333,9.47744407808453
11972.2222222222,12.329386307879
11986.1111111111,9.86053749325321
12000,8.39630083725471
12013.8888888889,11.4748800903482
12027.7777777778,7.29130960067154
12041.6666666667,10.648116787126
12055.5555555556,13.3192115221473
12069.4444444444,7.56325264349131
12083.3333333333,12.4131731688294
12097.2222222222,15.5898131146783
12111.1111111111,10.3439125502983
12125,12.1007380185688
12138.8888888889,16.310117184699
12152.7777777778,15.5099118441932
12166.6666666667,14.3416740884751
12180.5555555556,16.2227274740682
12194.4444444444,16.0843522350117
12208.3333333333,13.4952105405188
12222.2222222222,13.9298223951382
12236.1111111111,13.9065312998684
12250,12.9401994094533
12263.8888888889,6.66964314160537
12277.7777777778,11.0727941599776
12291.6666666667,14.3236558828326
12305.5555555556,11.5475150632175
12319.4444444444,7.05108140573985
12333.3333333333,6.01083188877989
12347.2222222222,6.5508589412338
12361.1111111111,6.03108723333945
12375,13.6598227797242
12388.8888888889,12.5367787256309
12402.7777777778,10.5823610307905
12416.6666666667,14.0569636363846
12430.5555555556,11.8692997650902
12444.4444444444,2.87662065888347
12458.3333333333,9.74591827197034
12472.2222222222,12.8724424771174
12486.1111111111,8.63768237439894
12500,15.5635785720236
12513.8888888889,17.5850049028546
12527.7777777778,15.9035516579282
12541.6666666667,17.0980416539334
12555.5555555556,16.8331564563571
