L-R-Diff Raw,
L-R-Diff Left,
X,Y
Hz,dB
4809.027778,0
4812.5,0
4815.972222,0
4819.444444,0
4822.916667,0
4826.388889,0
4829.861111,0
4833.333333,0
4836.805556,0
4840.277778,0
4843.75,0
4847.222222,0
4850.694444,0
4854.166667,0
4857.638889,0
4861.111111,0
4864.583333,0
4868.055556,0
4871.527778,0
4875,0
4878.472222,0
4881.944444,0
4885.416667,0
4888.888889,0
4892.361111,0
4895.833333,0
4899.305556,0
4902.777778,0
4906.25,0
4909.722222,0
4913.194444,0
4916.666667,0
4920.138889,0
4923.611111,0
4927.083333,0
4930.555556,0
4934.027778,0
4937.5,0
4940.972222,0
4944.444444,0
4947.916667,0
4951.388889,0
4954.861111,0
4958.333333,0
4961.805556,0
4965.277778,0
4968.75,0
4972.222222,0
4975.694444,0
4979.166667,0
4982.638889,0
4986.111111,0
4989.583333,0
4993.055556,0
4996.527778,0
5000,0
5003.472222,0
5006.944444,0
5010.416667,0
5013.888889,0
5017.361111,0
5020.833333,0
5024.305556,0
5027.777778,0
5031.25,0
5034.722222,0
5038.194444,0
5041.666667,0
5045.138889,0
5048.611111,0
5052.083333,0
5055.555556,0
5059.027778,0
5062.5,0
5065.972222,0
5069.444444,0
5072.916667,0
5076.388889,0
5079.861111,0
5083.333333,0
5086.805556,0
5090.277778,0
5093.75,0
5097.222222,0
5100.694444,0
5104.166667,0
5107.638889,0
5111.111111,0
5114.583333,0
5118.055556,0
5121.527778,0
5125,0
5128.472222,0
5131.944444,0
5135.416667,0
5138.888889,0
5142.361111,0
5145.833333,0
5149.305556,0
5152.777778,0
5156.25,0
5159.722222,0
5163.194444,0
5166.666667,0
5170.138889,0
5173.611111,0
5177.083333,0
5180.555556,0
5184.027778,0
5187.5,0
5190.972222,0
5194.444444,0
5197.916667,0
5201.388889,0
5204.861111,0
5208.333333,0
5211.805556,0
5215.277778,0
5218.75,0
5222.222222,0
5225.694444,0
5229.166667,0
5232.638889,0
5236.111111,0
5239.583333,0
5243.055556,0
5246.527778,0
5250,0
5253.472222,0
5256.944444,0
5260.416667,0
5263.888889,0
5267.361111,0
5270.833333,0
5274.305556,0
5277.777778,0
5281.25,0
5284.722222,0
5288.194444,0
5291.666667,0
5295.138889,0
5298.611111,0
5302.083333,0
5305.555556,0
5309.027778,0
5312.5,0
5315.972222,0
5319.444444,0
5322.916667,0
5326.388889,0
5329.861111,0
5333.333333,0
5336.805556,0
5340.277778,0
5343.75,0
5347.222222,0
5350.694444,0
5354.166667,0
5357.638889,0
5361.111111,0
5364.583333,0
5368.055556,0
5371.527778,0
5375,0
5378.472222,0
5381.944444,0
5385.416667,0
5388.888889,0
5392.361111,0
5395.833333,0
5399.305556,0
5402.777778,0
5406.25,0
5409.722222,0
5413.194444,0
5416.666667,0
5420.138889,0
5423.611111,0
5427.083333,0
5430.555556,0
5434.027778,0
5437.5,0
5440.972222,0
5444.444444,0
5447.916667,0
5451.388889,0
5454.861111,0
5458.333333,0
5461.805556,0
5465.277778,0
5468.75,0
5472.222222,0
5475.694444,0
5479.166667,0
5482.638889,0
5486.111111,0
5489.583333,0
5493.055556,0
5496.527778,0
5500,0
5503.472222,0
5506.944444,0
5510.416667,0
5513.888889,0
5517.361111,0
5520.833333,0
5524.305556,0
5527.777778,0
5531.25,0
5534.722222,0
5538.194444,0
5541.666667,0
5545.138889,0
5548.611111,0
5552.083333,0
5555.555556,0
5559.027778,0
5562.5,0
5565.972222,0
5569.444444,0
5572.916667,0
5576.388889,0
5579.861111,0
5583.333333,0
5586.805556,0
5590.277778,0
5593.75,0
5597.222222,0
5600.694444,0
5604.166667,0
5607.638889,0
5611.111111,0
5614.583333,0
5618.055556,0
5621.527778,0
5625,0
5628.472222,0
5631.944444,0
5635.416667,0
5638.888889,0
5642.361111,0
5645.833333,0
5649.305556,0
5652.777778,0
5656.25,0
5659.722222,0
5663.194444,0
5666.666667,0
5670.138889,0
5673.611111,0
5677.083333,0
5680.555556,0
5684.027778,0
5687.5,0
5690.972222,0
5694.444444,0
5697.916667,0
5701.388889,0
5704.861111,0
5708.333333,0
5711.805556,0
5715.277778,0
5718.75,0
5722.222222,0
5725.694444,0
5729.166667,0
5732.638889,0
5736.111111,0
5739.583333,0
5743.055556,0
5746.527778,0
5750,0
5753.472222,0
5756.944444,0
5760.416667,0
5763.888889,0
5767.361111,0
5770.833333,0
5774.305556,0
5777.777778,0
5781.25,0
5784.722222,0
5788.194444,0
5791.666667,0
5795.138889,0
5798.611111,0
5802.083333,0
5805.555556,0
5809.027778,0
5812.5,0
5815.972222,0
5819.444444,0
5822.916667,0
5826.388889,0
5829.861111,0
5833.333333,0
5836.805556,0
5840.277778,0
5843.75,0
5847.222222,0
5850.694444,0
5854.166667,0
5857.638889,0
5861.111111,0
5864.583333,0
5868.055556,0
5871.527778,0
5875,0
5878.472222,0
5881.944444,0
5885.416667,0
5888.888889,0
5892.361111,0
5895.833333,0
5899.305556,0
5902.777778,0
5906.25,0
5909.722222,0
5913.194444,0
5916.666667,0
5920.138889,0
5923.611111,0
5927.083333,0
5930.555556,0
5934.027778,0
5937.5,0
5940.972222,0
5944.444444,0
5947.916667,0
5951.388889,0
5954.861111,0
5958.333333,0
5961.805556,0
5965.277778,0
5968.75,0
5972.222222,0
5975.694444,0
5979.166667,0
5982.638889,0
5986.111111,0
5989.583333,0
5993.055556,0
5996.527778,0
6000,0
6003.472222,0
6006.944444,0
6010.416667,0
6013.888889,0
6017.361111,0
6020.833333,0
6024.305556,0
6027.777778,0
6031.25,0
6034.722222,0
6038.194444,0
6041.666667,0
6045.138889,0
6048.611111,0
6052.083333,0
6055.555556,0
6059.027778,0
6062.5,0
6065.972222,0
6069.444444,0
6072.916667,0
6076.388889,0
6079.861111,0
6083.333333,0
6086.805556,0
6090.277778,0
6093.75,0
6097.222222,0
6100.694444,0
6104.166667,0
6107.638889,0
6111.111111,0
6114.583333,0
6118.055556,0
6121.527778,0
